Date,Visitor Team,Home Team,Visitor Goals,Home Goals
2022-12-13,Vegas Golden Knights,Winnipeg Jets,6,5
2022-12-14,Vancouver Canucks,Calgary Flames,4,3
2022-12-14,Detroit Red Wings,Minnesota Wild,1,4
2022-12-14,Montreal Canadiens,Ottawa Senators,2,3
2022-12-15,Los Angeles Kings,Boston Bruins,3,2
2022-12-15,Seattle Kraken,Carolina Hurricanes,2,3
2022-12-15,Vegas Golden Knights,Chicago Blackhawks,4,1
2022-12-15,Buffalo Sabres,Colorado Avalanche,4,2
2022-12-15,St. Louis Blues,Edmonton Oilers,4,3
2022-12-15,Pittsburgh Penguins,Florida Panthers,4,2
2022-12-15,Anaheim Ducks,Montreal Canadiens,5,2
2022-12-15,Philadelphia Flyers,New Jersey Devils,2,1
2022-12-15,Toronto Maple Leafs,New York Rangers,1,3
2022-12-15,Columbus Blue Jackets,Tampa Bay Lightning,1,4
2022-12-15,Nashville Predators,Winnipeg Jets,1,2
2022-12-15,Dallas Stars,Washington Capitals,2,1
2022-12-16,New York Islanders,Arizona Coyotes,4,5
2022-12-16,St. Louis Blues,Calgary Flames,5,2
2022-12-16,Chicago Blackhawks,Minnesota Wild,1,4
2022-12-17,Buffalo Sabres,Arizona Coyotes,5,2
2022-12-17,Columbus Blue Jackets,Boston Bruins,2,4
2022-12-17,Dallas Stars,Carolina Hurricanes,4,5
2022-12-17,Nashville Predators,Colorado Avalanche,1,3
2022-12-17,Ottawa Senators,Detroit Red Wings,6,3
2022-12-17,Anaheim Ducks,Edmonton Oilers,4,3
2022-12-17,San Jose Sharks,Los Angeles Kings,2,3
2022-12-17,Tampa Bay Lightning,Montreal Canadiens,5,1
2022-12-17,Florida Panthers,New Jersey Devils,4,2
2022-12-17,New York Rangers,Philadelphia Flyers,6,3
2022-12-17,Winnipeg Jets,Vancouver Canucks,5,1
2022-12-17,New York Islanders,Vegas Golden Knights,5,2
2022-12-17,Toronto Maple Leafs,Washington Capitals,2,5
2022-12-18,Pittsburgh Penguins,Carolina Hurricanes,2,3
2022-12-18,New York Rangers,Chicago Blackhawks,7,1
2022-12-18,Ottawa Senators,Minnesota Wild,2,4
2022-12-18,Winnipeg Jets,Seattle Kraken,2,3
2022-12-18,Calgary Flames,San Jose Sharks,5,2
2022-12-19,Montreal Canadiens,Arizona Coyotes,3,2
2022-12-19,Florida Panthers,Boston Bruins,3,7
2022-12-19,Dallas Stars,Columbus Blue Jackets,2,1
2022-12-19,New York Islanders,Colorado Avalanche,0,1
2022-12-19,Edmonton Oilers,Nashville Predators,3,4
2022-12-19,St. Louis Blues,Vancouver Canucks,5,1
2022-12-19,Buffalo Sabres,Vegas Golden Knights,3,2
2022-12-19,Detroit Red Wings,Washington Capitals,3,4
2022-12-20,New Jersey Devils,Carolina Hurricanes,1,4
2022-12-20,Anaheim Ducks,Los Angeles Kings,1,4
2022-12-20,Columbus Blue Jackets,Philadelphia Flyers,3,5
2022-12-20,New York Rangers,Pittsburgh Penguins,2,3
2022-12-20,St. Louis Blues,Seattle Kraken,2,5
2022-12-20,Calgary Flames,San Jose Sharks,7,3
2022-12-20,Tampa Bay Lightning,Toronto Maple Leafs,1,4
2022-12-20,Ottawa Senators,Winnipeg Jets,1,5
2022-12-21,Minnesota Wild,Anaheim Ducks,4,1
2022-12-21,Nashville Predators,Chicago Blackhawks,4,2
2022-12-21,Montreal Canadiens,Colorado Avalanche,1,2
2022-12-21,Edmonton Oilers,Dallas Stars,6,3
2022-12-21,Tampa Bay Lightning,Detroit Red Wings,4,7
2022-12-21,New Jersey Devils,Florida Panthers,4,2
2022-12-21,Arizona Coyotes,Vegas Golden Knights,2,5
2022-12-22,Winnipeg Jets,Boston Bruins,2,3
2022-12-22,Calgary Flames,Los Angeles Kings,3,4
2022-12-22,New York Islanders,New York Rangers,3,5
2022-12-22,Washington Capitals,Ottawa Senators,3,2
2022-12-22,Carolina Hurricanes,Pittsburgh Penguins,4,3
2022-12-22,Minnesota Wild,San Jose Sharks,2,5
2022-12-22,Philadelphia Flyers,Toronto Maple Leafs,3,4
2022-12-22,Seattle Kraken,Vancouver Canucks,5,6
2022-12-23,Calgary Flames,Anaheim Ducks,3,2
2022-12-23,Los Angeles Kings,Arizona Coyotes,1,2
2022-12-23,Philadelphia Flyers,Carolina Hurricanes,5,6
2022-12-23,Columbus Blue Jackets,Chicago Blackhawks,2,5
2022-12-23,Montreal Canadiens,Dallas Stars,2,4
2022-12-23,Vancouver Canucks,Edmonton Oilers,5,2
2022-12-23,Boston Bruins,New Jersey Devils,4,3
2022-12-23,Colorado Avalanche,Nashville Predators,3,2
2022-12-23,Florida Panthers,New York Islanders,1,5
2022-12-23,St. Louis Blues,Vegas Golden Knights,4,5
2022-12-23,Winnipeg Jets,Washington Capitals,1,4
2022-12-27,Colorado Avalanche,Arizona Coyotes,3,6
2022-12-27,Chicago Blackhawks,Carolina Hurricanes,0,3
2022-12-27,Edmonton Oilers,Calgary Flames,2,1
2022-12-27,Vegas Golden Knights,Los Angeles Kings,2,4
2022-12-27,Dallas Stars,Nashville Predators,3,2
2022-12-27,Pittsburgh Penguins,New York Islanders,1,5
2022-12-27,Washington Capitals,New York Rangers,4,0
2022-12-27,Boston Bruins,Ottawa Senators,2,3
2022-12-27,Toronto Maple Leafs,St. Louis Blues,5,4
2022-12-27,San Jose Sharks,Vancouver Canucks,2,6
2022-12-27,Minnesota Wild,Winnipeg Jets,4,1
2022-12-28,Vegas Golden Knights,Anaheim Ducks,2,3
2022-12-28,Boston Bruins,New Jersey Devils,3,1
2022-12-28,Detroit Red Wings,Pittsburgh Penguins,5,4
2022-12-28,Calgary Flames,Seattle Kraken,3,2
2022-12-28,Montreal Canadiens,Tampa Bay Lightning,1,4
2022-12-29,Toronto Maple Leafs,Arizona Coyotes,3,6
2022-12-29,Detroit Red Wings,Buffalo Sabres,3,6
2022-12-29,Los Angeles Kings,Colorado Avalanche,5,4
2022-12-29,Montreal Canadiens,Florida Panthers,2,7
2022-12-29,Dallas Stars,Minnesota Wild,4,1
2022-12-29,Columbus Blue Jackets,New York Islanders,1,2
2022-12-29,Philadelphia Flyers,San Jose Sharks,4,3
2022-12-29,Chicago Blackhawks,St. Louis Blues,1,3
2022-12-29,New York Rangers,Tampa Bay Lightning,1,2
2022-12-29,Vancouver Canucks,Winnipeg Jets,2,4
2022-12-29,Ottawa Senators,Washington Capitals,4,3
2022-12-30,Nashville Predators,Anaheim Ducks,6,1
2022-12-30,Florida Panthers,Carolina Hurricanes,0,4
2022-12-30,New Jersey Devils,Pittsburgh Penguins,4,2
2022-12-30,Edmonton Oilers,Seattle Kraken,7,2
2022-12-31,Buffalo Sabres,Boston Bruins,4,3
2022-12-31,Chicago Blackhawks,Columbus Blue Jackets,1,4
2022-12-31,Vancouver Canucks,Calgary Flames,2,3
2022-12-31,Toronto Maple Leafs,Colorado Avalanche,6,2
2022-12-31,San Jose Sharks,Dallas Stars,2,5
2022-12-31,Ottawa Senators,Detroit Red Wings,2,4
2022-12-31,Winnipeg Jets,Edmonton Oilers,2,1
2022-12-31,Philadelphia Flyers,Los Angeles Kings,4,2
2022-12-31,Minnesota Wild,St. Louis Blues,5,2
2022-12-31,Arizona Coyotes,Tampa Bay Lightning,3,5
2022-12-31,Nashville Predators,Vegas Golden Knights,4,5
2022-12-31,Montreal Canadiens,Washington Capitals,2,9
2023-01-01,San Jose Sharks,Chicago Blackhawks,5,2
2023-01-01,New York Rangers,Florida Panthers,5,3
2023-01-01,Carolina Hurricanes,New Jersey Devils,5,4
2023-01-01,Buffalo Sabres,Ottawa Senators,1,3
2023-01-01,New York Islanders,Seattle Kraken,1,4
2023-01-02,Philadelphia Flyers,Anaheim Ducks,4,1
2023-01-02,Pittsburgh Penguins,Boston Bruins,1,2
2023-01-02,Vegas Golden Knights,Colorado Avalanche,3,2
2023-01-03,Tampa Bay Lightning,Chicago Blackhawks,4,1
2023-01-03,Seattle Kraken,Edmonton Oilers,5,2
2023-01-03,Arizona Coyotes,Florida Panthers,3,5
2023-01-03,Dallas Stars,Los Angeles Kings,2,3
2023-01-03,Montreal Canadiens,Nashville Predators,3,6
2023-01-03,Carolina Hurricanes,New York Rangers,3,5
2023-01-03,Columbus Blue Jackets,Ottawa Senators,0,4
2023-01-03,St. Louis Blues,Toronto Maple Leafs,6,5
2023-01-03,New York Islanders,Vancouver Canucks,6,2
2023-01-03,Calgary Flames,Winnipeg Jets,2,3
2023-01-03,Buffalo Sabres,Washington Capitals,5,4
2023-01-04,Dallas Stars,Anaheim Ducks,0,2
2023-01-04,New Jersey Devils,Detroit Red Wings,5,1
2023-01-04,Tampa Bay Lightning,Minnesota Wild,1,5
2023-01-05,Nashville Predators,Carolina Hurricanes,5,3
2023-01-05,Washington Capitals,Columbus Blue Jackets,6,2
2023-01-05,New York Islanders,Edmonton Oilers,2,4
2023-01-05,Boston Bruins,Los Angeles Kings,5,2
2023-01-05,New York Rangers,Montreal Canadiens,4,1
2023-01-05,St. Louis Blues,New Jersey Devils,5,3
2023-01-05,Arizona Coyotes,Philadelphia Flyers,2,6
2023-01-05,Seattle Kraken,Toronto Maple Leafs,5,1
2023-01-05,Colorado Avalanche,Vancouver Canucks,2,4
2023-01-05,Pittsburgh Penguins,Vegas Golden Knights,2,5
2023-01-06,San Jose Sharks,Anaheim Ducks,4,5
2023-01-06,New York Islanders,Calgary Flames,1,4
2023-01-06,Arizona Coyotes,Chicago Blackhawks,0,2
2023-01-06,Florida Panthers,Detroit Red Wings,3,2
2023-01-06,Tampa Bay Lightning,Winnipeg Jets,2,4
2023-01-06,Nashville Predators,Washington Capitals,3,2
2023-01-07,Minnesota Wild,Buffalo Sabres,5,6
2023-01-07,Carolina Hurricanes,Columbus Blue Jackets,3,4
2023-01-07,Colorado Avalanche,Edmonton Oilers,3,2
2023-01-07,St. Louis Blues,Montreal Canadiens,4,5
2023-01-07,New York Rangers,New Jersey Devils,3,4
2023-01-07,Seattle Kraken,Ottawa Senators,8,4
2023-01-07,Boston Bruins,San Jose Sharks,4,2
2023-01-07,Detroit Red Wings,Toronto Maple Leafs,1,4
2023-01-07,Los Angeles Kings,Vegas Golden Knights,5,1
2023-01-08,Boston Bruins,Anaheim Ducks,7,1
2023-01-08,Pittsburgh Penguins,Arizona Coyotes,4,1
2023-01-08,Calgary Flames,Chicago Blackhawks,3,4
2023-01-08,Florida Panthers,Dallas Stars,1,5
2023-01-08,St. Louis Blues,Minnesota Wild,3,0
2023-01-08,Toronto Maple Leafs,Philadelphia Flyers,6,2
2023-01-08,Vancouver Canucks,Winnipeg Jets,4,7
2023-01-08,Columbus Blue Jackets,Washington Capitals,0,1
2023-01-09,Philadelphia Flyers,Buffalo Sabres,4,0
2023-01-09,Edmonton Oilers,Los Angeles Kings,3,6
2023-01-09,Seattle Kraken,Montreal Canadiens,4,0
2023-01-09,Nashville Predators,Ottawa Senators,3,0
2023-01-10,San Jose Sharks,Arizona Coyotes,4,2
2023-01-10,Seattle Kraken,Buffalo Sabres,4,3
2023-01-10,New Jersey Devils,Carolina Hurricanes,5,3
2023-01-10,Florida Panthers,Colorado Avalanche,5,4
2023-01-10,Winnipeg Jets,Detroit Red Wings,5,7
2023-01-10,Dallas Stars,New York Islanders,2,1
2023-01-10,Minnesota Wild,New York Rangers,3,4
2023-01-10,Vancouver Canucks,Pittsburgh Penguins,4,5
2023-01-10,Calgary Flames,St. Louis Blues,3,4
2023-01-10,Columbus Blue Jackets,Tampa Bay Lightning,3,6
2023-01-11,Edmonton Oilers,Anaheim Ducks,6,2
2023-01-11,San Jose Sharks,Los Angeles Kings,3,4
2023-01-11,Washington Capitals,Philadelphia Flyers,3,5
2023-01-11,Nashville Predators,Toronto Maple Leafs,1,2
2023-01-12,Ottawa Senators,Arizona Coyotes,5,3
2023-01-12,Seattle Kraken,Boston Bruins,3,0
2023-01-12,Winnipeg Jets,Buffalo Sabres,4,2
2023-01-12,Carolina Hurricanes,Columbus Blue Jackets,6,2
2023-01-12,Colorado Avalanche,Chicago Blackhawks,2,3
2023-01-12,Toronto Maple Leafs,Detroit Red Wings,1,4
2023-01-12,Nashville Predators,Montreal Canadiens,3,4
2023-01-12,Minnesota Wild,New York Islanders,3,1
2023-01-12,Dallas Stars,New York Rangers,1,2
2023-01-12,Calgary Flames,St. Louis Blues,4,1
2023-01-12,Vancouver Canucks,Tampa Bay Lightning,4,5
2023-01-12,Florida Panthers,Vegas Golden Knights,2,4
2023-01-13,New Jersey Devils,Anaheim Ducks,6,2
2023-01-13,Winnipeg Jets,Pittsburgh Penguins,4,1
2023-01-13,Edmonton Oilers,San Jose Sharks,7,1
2023-01-14,Toronto Maple Leafs,Boston Bruins,3,4
2023-01-14,Pittsburgh Penguins,Carolina Hurricanes,1,2
2023-01-14,Seattle Kraken,Chicago Blackhawks,8,5
2023-01-14,Ottawa Senators,Colorado Avalanche,0,7
2023-01-14,Calgary Flames,Dallas Stars,6,5
2023-01-14,Columbus Blue Jackets,Detroit Red Wings,4,3
2023-01-14,Vancouver Canucks,Florida Panthers,3,4
2023-01-14,New Jersey Devils,Los Angeles Kings,5,2
2023-01-14,Arizona Coyotes,Minnesota Wild,1,2
2023-01-14,Buffalo Sabres,Nashville Predators,5,3
2023-01-14,Montreal Canadiens,New York Islanders,1,2
2023-01-14,Tampa Bay Lightning,St. Louis Blues,4,2
2023-01-14,Edmonton Oilers,Vegas Golden Knights,4,3
2023-01-14,Philadelphia Flyers,Washington Capitals,3,1
2023-01-15,Vancouver Canucks,Carolina Hurricanes,4,3
2023-01-15,Montreal Canadiens,New York Rangers,2,1
2023-01-15,Arizona Coyotes,Winnipeg Jets,1,2
2023-01-16,Philadelphia Flyers,Boston Bruins,0,6
2023-01-16,Florida Panthers,Buffalo Sabres,4,1
2023-01-16,New York Rangers,Columbus Blue Jackets,3,1
2023-01-16,Detroit Red Wings,Colorado Avalanche,3,6
2023-01-16,Calgary Flames,Nashville Predators,1,2
2023-01-16,Washington Capitals,New York Islanders,4,3
2023-01-16,Anaheim Ducks,Pittsburgh Penguins,3,4
2023-01-16,Tampa Bay Lightning,Seattle Kraken,4,1
2023-01-16,New Jersey Devils,San Jose Sharks,4,3
2023-01-16,Ottawa Senators,St. Louis Blues,1,2
2023-01-16,Dallas Stars,Vegas Golden Knights,4,0
2023-01-17,Detroit Red Wings,Arizona Coyotes,3,4
2023-01-17,Buffalo Sabres,Chicago Blackhawks,3,4
2023-01-17,Seattle Kraken,Edmonton Oilers,2,5
2023-01-17,Winnipeg Jets,Montreal Canadiens,1,4
2023-01-17,Columbus Blue Jackets,Nashville Predators,1,2
2023-01-17,Anaheim Ducks,Philadelphia Flyers,2,5
2023-01-17,Florida Panthers,Toronto Maple Leafs,4,5
2023-01-17,Minnesota Wild,Washington Capitals,4,2
2023-01-18,Colorado Avalanche,Calgary Flames,4,1
2023-01-18,Boston Bruins,New York Islanders,4,1
2023-01-18,Pittsburgh Penguins,Ottawa Senators,4,5
2023-01-18,Dallas Stars,San Jose Sharks,3,5
2023-01-18,Tampa Bay Lightning,Vancouver Canucks,5,2
2023-01-19,Washington Capitals,Arizona Coyotes,4,0
2023-01-19,New York Islanders,Buffalo Sabres,2,3
2023-01-19,Minnesota Wild,Carolina Hurricanes,2,5
2023-01-19,Anaheim Ducks,Columbus Blue Jackets,5,3
2023-01-19,Tampa Bay Lightning,Edmonton Oilers,3,5
2023-01-19,Dallas Stars,Los Angeles Kings,4,0
2023-01-19,Florida Panthers,Montreal Canadiens,6,2
2023-01-19,Boston Bruins,New York Rangers,3,1
2023-01-19,Chicago Blackhawks,Philadelphia Flyers,4,1
2023-01-19,New Jersey Devils,Seattle Kraken,3,4
2023-01-19,Nashville Predators,St. Louis Blues,2,5
2023-01-19,Winnipeg Jets,Toronto Maple Leafs,1,4
2023-01-19,Detroit Red Wings,Vegas Golden Knights,3,2
2023-01-20,Ottawa Senators,Pittsburgh Penguins,1,4
2023-01-20,Colorado Avalanche,Vancouver Canucks,4,1
2023-01-21,Anaheim Ducks,Buffalo Sabres,3,6
2023-01-21,San Jose Sharks,Columbus Blue Jackets,3,5
2023-01-21,Tampa Bay Lightning,Calgary Flames,3,6
2023-01-21,Arizona Coyotes,Dallas Stars,0,4
2023-01-21,Philadelphia Flyers,Detroit Red Wings,2,1
2023-01-21,Minnesota Wild,Florida Panthers,3,5
2023-01-21,Toronto Maple Leafs,Montreal Canadiens,2,3
2023-01-21,Los Angeles Kings,Nashville Predators,3,5
2023-01-21,Carolina Hurricanes,New York Islanders,5,2
2023-01-21,Winnipeg Jets,Ottawa Senators,5,1
2023-01-21,Colorado Avalanche,Seattle Kraken,2,1
2023-01-21,Chicago Blackhawks,St. Louis Blues,5,3
2023-01-21,Edmonton Oilers,Vancouver Canucks,4,2
2023-01-21,Washington Capitals,Vegas Golden Knights,2,6
2023-01-22,Vegas Golden Knights,Arizona Coyotes,1,4
2023-01-22,San Jose Sharks,Boston Bruins,0,4
2023-01-22,Los Angeles Kings,Chicago Blackhawks,2,1
2023-01-22,Pittsburgh Penguins,New Jersey Devils,1,2
2023-01-22,Winnipeg Jets,Philadelphia Flyers,5,3
2023-01-23,Columbus Blue Jackets,Calgary Flames,3,4
2023-01-23,Buffalo Sabres,Dallas Stars,3,2
2023-01-23,Florida Panthers,New York Rangers,2,6
2023-01-23,New York Islanders,Toronto Maple Leafs,2,5
2023-01-24,Anaheim Ducks,Arizona Coyotes,5,2
2023-01-24,Washington Capitals,Colorado Avalanche,2,3
2023-01-24,San Jose Sharks,Detroit Red Wings,2,3
2023-01-24,Boston Bruins,Montreal Canadiens,4,2
2023-01-24,Vegas Golden Knights,New Jersey Devils,2,3
2023-01-24,Winnipeg Jets,Nashville Predators,1,2
2023-01-24,Los Angeles Kings,Philadelphia Flyers,4,3
2023-01-24,Florida Panthers,Pittsburgh Penguins,6,7
2023-01-24,Buffalo Sabres,St. Louis Blues,5,3
2023-01-24,Minnesota Wild,Tampa Bay Lightning,2,4
2023-01-24,Chicago Blackhawks,Vancouver Canucks,2,5
2023-01-25,Carolina Hurricanes,Dallas Stars,3,2
2023-01-25,Columbus Blue Jackets,Edmonton Oilers,3,2
2023-01-25,New York Islanders,Ottawa Senators,1,2
2023-01-25,Vancouver Canucks,Seattle Kraken,1,6
2023-01-25,New York Rangers,Toronto Maple Leafs,2,3
2023-01-26,St. Louis Blues,Arizona Coyotes,0,5
2023-01-26,Chicago Blackhawks,Calgary Flames,5,1
2023-01-26,Anaheim Ducks,Colorado Avalanche,5,3
2023-01-26,Philadelphia Flyers,Minnesota Wild,2,3
2023-01-26,Detroit Red Wings,Montreal Canadiens,4,3
2023-01-26,New Jersey Devils,Nashville Predators,4,6
2023-01-26,Boston Bruins,Tampa Bay Lightning,2,3
2023-01-26,Buffalo Sabres,Winnipeg Jets,3,2
2023-01-26,Pittsburgh Penguins,Washington Capitals,2,3
2023-01-27,San Jose Sharks,Carolina Hurricanes,4,5
2023-01-27,New Jersey Devils,Dallas Stars,3,2
2023-01-27,Los Angeles Kings,Florida Panthers,4,3
2023-01-27,Detroit Red Wings,New York Islanders,0,2
2023-01-27,Vegas Golden Knights,New York Rangers,1,4
2023-01-27,Calgary Flames,Seattle Kraken,5,2
2023-01-27,Ottawa Senators,Toronto Maple Leafs,6,2
2023-01-27,Columbus Blue Jackets,Vancouver Canucks,2,5
2023-01-28,Arizona Coyotes,Anaheim Ducks,1,2
2023-01-28,St. Louis Blues,Colorado Avalanche,2,4
2023-01-28,Chicago Blackhawks,Edmonton Oilers,3,7
2023-01-28,Boston Bruins,Florida Panthers,3,4
2023-01-28,Buffalo Sabres,Minnesota Wild,2,3
2023-01-28,Vegas Golden Knights,New York Islanders,1,2
2023-01-28,Montreal Canadiens,Ottawa Senators,0,5
2023-01-28,San Jose Sharks,Pittsburgh Penguins,6,4
2023-01-28,Columbus Blue Jackets,Seattle Kraken,1,3
2023-01-28,Los Angeles Kings,Tampa Bay Lightning,2,5
2023-01-28,Philadelphia Flyers,Winnipeg Jets,4,0
2023-01-29,Boston Bruins,Carolina Hurricanes,1,4
2023-01-29,Washington Capitals,Toronto Maple Leafs,1,5
2023-01-30,St. Louis Blues,Winnipeg Jets,2,4
2023-01-31,Los Angeles Kings,Carolina Hurricanes,4,5
2023-01-31,Washington Capitals,Columbus Blue Jackets,4,3
2023-01-31,Ottawa Senators,Montreal Canadiens,5,4
2023-02-01,Carolina Hurricanes,Buffalo Sabres,5,1
2023-02-01,Boston Bruins,Toronto Maple Leafs,5,2
2023-02-06,Minnesota Wild,Arizona Coyotes,2,3
2023-02-06,Anaheim Ducks,Dallas Stars,2,3
2023-02-06,Tampa Bay Lightning,Florida Panthers,1,7
2023-02-06,Vancouver Canucks,New Jersey Devils,4,5
2023-02-06,Calgary Flames,New York Rangers,4,5
2023-02-06,New York Islanders,Philadelphia Flyers,2,1
2023-02-07,Anaheim Ducks,Chicago Blackhawks,3,2
2023-02-07,Edmonton Oilers,Detroit Red Wings,5,2
2023-02-07,Vegas Golden Knights,Nashville Predators,5,1
2023-02-07,Seattle Kraken,New York Islanders,0,4
2023-02-07,Colorado Avalanche,Pittsburgh Penguins,1,2
2023-02-07,San Jose Sharks,Tampa Bay Lightning,4,3
2023-02-08,Minnesota Wild,Dallas Stars,1,4
2023-02-08,Vancouver Canucks,New York Rangers,3,4
2023-02-09,Calgary Flames,Detroit Red Wings,1,2
2023-02-09,San Jose Sharks,Florida Panthers,1,4
2023-02-09,Vegas Golden Knights,Minnesota Wild,5,1
2023-02-09,Seattle Kraken,New Jersey Devils,1,3
2023-02-09,Vancouver Canucks,New York Islanders,6,5
2023-02-09,Edmonton Oilers,Philadelphia Flyers,1,2
2023-02-09,Colorado Avalanche,Tampa Bay Lightning,0,5
2023-02-10,Pittsburgh Penguins,Anaheim Ducks,6,3
2023-02-10,Toronto Maple Leafs,Columbus Blue Jackets,3,0
2023-02-10,Arizona Coyotes,Chicago Blackhawks,3,4
2023-02-10,Seattle Kraken,New York Rangers,3,6
2023-02-11,Washington Capitals,Boston Bruins,2,1
2023-02-11,Calgary Flames,Buffalo Sabres,7,2
2023-02-11,New York Rangers,Carolina Hurricanes,6,2
2023-02-11,Tampa Bay Lightning,Dallas Stars,3,1
2023-02-11,Vancouver Canucks,Detroit Red Wings,2,5
2023-02-11,Colorado Avalanche,Florida Panthers,5,3
2023-02-11,Pittsburgh Penguins,Los Angeles Kings,0,6
2023-02-11,New Jersey Devils,Minnesota Wild,2,3
2023-02-11,New York Islanders,Montreal Canadiens,3,4
2023-02-11,Edmonton Oilers,Ottawa Senators,6,3
2023-02-11,Nashville Predators,Philadelphia Flyers,2,1
2023-02-11,Arizona Coyotes,St. Louis Blues,5,6
2023-02-11,Columbus Blue Jackets,Toronto Maple Leafs,4,3
2023-02-11,Chicago Blackhawks,Winnipeg Jets,1,4
2023-02-12,Edmonton Oilers,Montreal Canadiens,2,6
2023-02-12,Seattle Kraken,Philadelphia Flyers,4,3
2023-02-12,Anaheim Ducks,Vegas Golden Knights,2,7
2023-02-12,San Jose Sharks,Washington Capitals,4,1
2023-02-13,Buffalo Sabres,Los Angeles Kings,2,5
2023-02-13,Florida Panthers,Minnesota Wild,2,1
2023-02-13,Arizona Coyotes,Nashville Predators,4,2
2023-02-13,Calgary Flames,Ottawa Senators,3,4
2023-02-13,Detroit Red Wings,Vancouver Canucks,6,1
2023-02-14,New Jersey Devils,Columbus Blue Jackets,3,2
2023-02-14,Tampa Bay Lightning,Colorado Avalanche,4,3
2023-02-14,Boston Bruins,Dallas Stars,3,2
2023-02-14,Chicago Blackhawks,Montreal Canadiens,0,4
2023-02-14,Ottawa Senators,New York Islanders,3,2
2023-02-14,Pittsburgh Penguins,San Jose Sharks,3,1
2023-02-14,Florida Panthers,St. Louis Blues,2,6
2023-02-14,Seattle Kraken,Winnipeg Jets,2,3
2023-02-14,Carolina Hurricanes,Washington Capitals,3,2
2023-02-15,Buffalo Sabres,Anaheim Ducks,7,3
2023-02-15,Tampa Bay Lightning,Arizona Coyotes,0,1
2023-02-15,Detroit Red Wings,Edmonton Oilers,5,4
2023-02-15,Colorado Avalanche,Minnesota Wild,3,2
2023-02-15,Chicago Blackhawks,Toronto Maple Leafs,2,5
2023-02-15,New York Rangers,Vancouver Canucks,6,4
2023-02-16,Montreal Canadiens,Carolina Hurricanes,2,6
2023-02-16,Winnipeg Jets,Columbus Blue Jackets,1,3
2023-02-16,Detroit Red Wings,Calgary Flames,5,2
2023-02-16,Boston Bruins,Nashville Predators,5,0
2023-02-16,Philadelphia Flyers,Seattle Kraken,2,6
2023-02-16,New Jersey Devils,St. Louis Blues,2,4
2023-02-16,San Jose Sharks,Vegas Golden Knights,1,2
2023-02-16,Florida Panthers,Washington Capitals,6,3
2023-02-17,Los Angeles Kings,Anaheim Ducks,6,3
2023-02-17,New York Rangers,Edmonton Oilers,5,4
2023-02-17,Dallas Stars,Minnesota Wild,1,2
2023-02-17,Pittsburgh Penguins,New York Islanders,4,5
2023-02-17,Chicago Blackhawks,Ottawa Senators,4,3
2023-02-18,New York Islanders,Boston Bruins,2,6
2023-02-18,Washington Capitals,Carolina Hurricanes,1,4
2023-02-18,New York Rangers,Calgary Flames,2,3
2023-02-18,Columbus Blue Jackets,Dallas Stars,4,1
2023-02-18,Arizona Coyotes,Los Angeles Kings,5,6
2023-02-18,Florida Panthers,Nashville Predators,3,7
2023-02-18,New Jersey Devils,Pittsburgh Penguins,5,2
2023-02-18,Detroit Red Wings,Seattle Kraken,2,4
2023-02-18,Buffalo Sabres,San Jose Sharks,4,2
2023-02-18,Colorado Avalanche,St. Louis Blues,4,1
2023-02-18,Montreal Canadiens,Toronto Maple Leafs,1,5
2023-02-18,Philadelphia Flyers,Vancouver Canucks,2,6
2023-02-18,Tampa Bay Lightning,Vegas Golden Knights,4,5
2023-02-19,Columbus Blue Jackets,Arizona Coyotes,2,3
2023-02-19,Toronto Maple Leafs,Chicago Blackhawks,3,5
2023-02-19,Edmonton Oilers,Colorado Avalanche,5,6
2023-02-19,Nashville Predators,Minnesota Wild,3,4
2023-02-19,Winnipeg Jets,New Jersey Devils,2,4
2023-02-19,St. Louis Blues,Ottawa Senators,2,7
2023-02-20,Ottawa Senators,Boston Bruins,1,3
